date,ticker,weight
2024-07-01,AEP,0.1
2024-07-01,KDP,0.1
2024-07-01,ILMN,0.1
2024-08-01,DXCM,0.1
2024-08-01,LCID,0.1
2024-08-01,RIVN,0.1
2024-08-01,MRNA,0.1
2024-08-01,GFS,0.1
2024-08-01,WBD,0.1
2024-08-01,GEHC,0.1
2024-08-01,EBAY,0.1
2024-08-01,AEP,0.1
2024-08-01,CSX,0.1
2024-09-01,LCID,0.1
2024-09-01,DXCM,0.1
2024-09-01,RIVN,0.1
2024-09-01,FTNT,0.1
2024-09-01,SBUX,0.1
2024-09-01,MRVL,0.1
2024-09-01,PDD,0.1
2024-09-01,EBAY,0.1
2024-09-01,NET,0.1
2024-09-01,AEP,0.1
2024-10-01,LCID,0.1
2024-10-01,DXCM,0.1
2024-10-01,JD,0.1
2024-10-01,PDD,0.1
2024-10-01,MRVL,0.1
2024-10-01,MRNA,0.1
2024-10-01,WBD,0.1
2024-10-01,DLTR,0.1
2024-10-01,SBUX,0.1
2024-10-01,FTNT,0.1
2024-11-01,JD,0.1
2024-11-01,PDD,0.1
2024-11-01,SBUX,0.1
2024-11-01,MRVL,0.1
2024-11-01,NET,0.1
2024-11-01,FTNT,0.1
2024-11-01,KDP,0.1
2024-11-01,GILD,0.1
2024-11-01,CMCSA,0.1
2024-11-01,BIDU,0.1
2024-12-01,JD,0.1
2024-12-01,GFS,0.1
2024-12-01,WBD,0.1
2024-12-01,MRVL,0.1
2024-12-01,SNOW,0.1
2024-12-01,FTNT,0.1
2024-12-01,XEL,0.1
2024-12-01,NET,0.1
2024-12-01,CSCO,0.1
2024-12-01,ORLY,0.1
